Byte1: 5, Byte2: 170, Wattage: 554
Byte1: 193, Byte2: 222, Wattage: 726
Byte1: 8, Byte2: 100, Wattage: 364
Byte1: 26, Byte2: 244, Wattage: 795
Byte1: 159, Byte2: 170, Wattage: 556
Byte1: 233, Byte2: 43, Wattage: 213
Byte1: 161, Byte2: 137, Wattage: 448
Byte1: 201, Byte2: 159, Wattage: 521
Byte1: 103, Byte2: 177, Wattage: 578
Byte1: 200, Byte2: 108, Wattage: 372
Byte1: 229, Byte2: 97, Wattage: 346
Byte1: 110, Byte2: 207, Wattage: 676
Byte1: 183, Byte2: 181, Wattage: 592
Byte1: 77, Byte2: 24, Wattage: 144
Byte1: 5, Byte2: 40, Wattage: 180
Byte1: 56, Byte2: 57, Wattage: 186
Byte1: 10, Byte2: 11, Wattage: 51
Byte1: 76, Byte2: 114, Wattage: 372
Byte1: 129, Byte2: 215, Wattage: 702
Byte1: 88, Byte2: 20, Wattage: 100
Byte1: 122, Byte2: 193, Wattage: 638
Byte1: 15, Byte2: 207, Wattage: 675
Byte1: 12, Byte2: 209, Wattage: 681
Byte1: 5, Byte2: 39, Wattage: 185
Byte1: 149, Byte2: 24, Wattage: 145
Byte1: 229, Byte2: 107, Wattage: 352
Byte1: 123, Byte2: 0, Wattage: 17
Byte1: 0, Byte2: 117, Wattage: 381
Byte1: 135, Byte2: 63, Wattage: 0
Byte1: 116, Byte2: 72, Wattage: 294
Byte1: 41, Byte2: 5, Wattage: 39
Byte1: 103, Byte2: 18, Wattage: 86
Byte1: 187, Byte2: 12, Wattage: 41
Byte1: 130, Byte2: 231, Wattage: 754
Byte1: 20, Byte2: 215, Wattage: 701
Byte1: 221, Byte2: 132, Wattage: 467
Byte1: 32, Byte2: 98, Wattage: 361
Byte1: 187, Byte2: 146, Wattage: 478
Byte1: 34, Byte2: 148, Wattage: 483
Byte1: 6, Byte2: 100, Wattage: 343
Byte1: 147, Byte2: 178, Wattage: 582
Byte1: 26, Byte2: 254, Wattage: 828
Byte1: 47, Byte2: 167, Wattage: 549
Byte1: 162, Byte2: 166, Wattage: 573
Byte1: 163, Byte2: 255, Wattage: 833
Byte1: 252, Byte2: 152, Wattage: 506
Byte1: 146, Byte2: 87, Wattage: 343
Byte1: 105, Byte2: 233, Wattage: 761
Byte1: 14, Byte2: 108, Wattage: 352
Byte1: 225, Byte2: 26, Wattage: 160
Byte1: 82, Byte2: 114, Wattage: 372
Byte1: 20, Byte2: 217, Wattage: 707
Byte1: 125, Byte2: 201, Wattage: 657
Byte1: 128, Byte2: 75, Wattage: 296
Byte1: 49, Byte2: 138, Wattage: 472
Byte1: 74, Byte2: 71, Wattage: 239
Byte1: 202, Byte2: 74, Wattage: 268
Byte1: 122, Byte2: 48, Wattage: 167
Byte1: 223, Byte2: 76, Wattage: 252
Byte1: 245, Byte2: 53, Wattage: 176
Byte1: 151, Byte2: 236, Wattage: 771
Byte1: 80, Byte2: 49, Wattage: 163
Byte1: 239, Byte2: 43, Wattage: 211
Byte1: 174, Byte2: 203, Wattage: 664
Byte1: 20, Byte2: 222, Wattage: 724
Byte1: 32, Byte2: 27, Wattage: 150
Byte1: 122, Byte2: 97, Wattage: 361
Byte1: 134, Byte2: 93, Wattage: 305
Byte1: 118, Byte2: 239, Wattage: 780
Byte1: 71, Byte2: 74, Wattage: 249
Byte1: 161, Byte2: 77, Wattage: 309
Byte1: 0, Byte2: 13, Wattage: 64
Byte1: 59, Byte2: 16, Wattage: 80
Byte1: 11, Byte2: 90, Wattage: 293
Byte1: 97, Byte2: 140, Wattage: 457
Byte1: 206, Byte2: 253, Wattage: 827
Byte1: 208, Byte2: 122, Wattage: 406
Byte1: 39, Byte2: 168, Wattage: 578
Byte1: 255, Byte2: 226, Wattage: 740
Byte1: 22, Byte2: 83, Wattage: 0
Byte1: 87, Byte2: 223, Wattage: 730
Byte1: 18, Byte2: 228, Wattage: 743
Byte1: 205, Byte2: 41, Wattage: 199
Byte1: 73, Byte2: 69, Wattage: 282
Byte1: 42, Byte2: 158, Wattage: 515
Byte1: 223, Byte2: 78, Wattage: 259
Byte1: 250, Byte2: 132, Wattage: 442
Byte1: 244, Byte2: 180, Wattage: 590
Byte1: 1, Byte2: 204, Wattage: 665
Byte1: 142, Byte2: 240, Wattage: 784
Byte1: 38, Byte2: 141, Wattage: 482
Byte1: 26, Byte2: 230, Wattage: 754
Byte1: 80, Byte2: 69, Wattage: 253
Byte1: 122, Byte2: 247, Wattage: 806
Byte1: 19, Byte2: 170, Wattage: 554
Byte1: 1, Byte2: 65, Wattage: 275
Byte1: 71, Byte2: 152, Wattage: 502
Byte1: 59, Byte2: 17, Wattage: 80
Byte1: 21, Byte2: 40, Wattage: 171
Byte1: 171, Byte2: 9, Wattage: 37
Byte1: 250, Byte2: 122, Wattage: 401
Byte1: 255, Byte2: 167, Wattage: 547
Byte1: 152, Byte2: 54, Wattage: 202
Byte1: 85, Byte2: 43, Wattage: 184
Byte1: 181, Byte2: 179, Wattage: 586
Byte1: 24, Byte2: 242, Wattage: 789
Byte1: 130, Byte2: 152, Wattage: 507
Byte1: 14, Byte2: 73, Wattage: 297
Byte1: 181, Byte2: 6, Wattage: 74
Byte1: 178, Byte2: 67, Wattage: 229
Byte1: 20, Byte2: 242, Wattage: 789
Byte1: 19, Byte2: 157, Wattage: 512
Byte1: 169, Byte2: 218, Wattage: 721
Byte1: 49, Byte2: 199, Wattage: 649
Byte1: 95, Byte2: 218, Wattage: 714
Byte1: 217, Byte2: 140, Wattage: 480
Byte1: 203, Byte2: 237, Wattage: 775
Byte1: 235, Byte2: 77, Wattage: 278
Byte1: 186, Byte2: 223, Wattage: 734
Byte1: 151, Byte2: 39, Wattage: 145
Byte1: 27, Byte2: 0, Wattage: 78
Byte1: 8, Byte2: 59, Wattage: 192
Byte1: 199, Byte2: 27, Wattage: 91
Byte1: 101, Byte2: 201, Wattage: 656
Byte1: 53, Byte2: 114, Wattage: 372
Byte1: 81, Byte2: 70, Wattage: 275
Byte1: 5, Byte2: 126, Wattage: 411
Byte1: 227, Byte2: 199, Wattage: 651
Byte1: 234, Byte2: 68, Wattage: 245
Byte1: 255, Byte2: 121, Wattage: 425
Byte1: 49, Byte2: 234, Wattage: 763
Byte1: 48, Byte2: 114, Wattage: 378
Byte1: 168, Byte2: 91, Wattage: 349
Byte1: 81, Byte2: 96, Wattage: 321
Byte1: 105, Byte2: 124, Wattage: 405
Byte1: 33, Byte2: 168, Wattage: 548
Byte1: 93, Byte2: 185, Wattage: 604
Byte1: 52, Byte2: 76, Wattage: 280
Byte1: 47, Byte2: 227, Wattage: 740
Byte1: 66, Byte2: 248, Wattage: 809
Byte1: 167, Byte2: 127, Wattage: 450
Byte1: 7, Byte2: 132, Wattage: 470
Byte1: 222, Byte2: 180, Wattage: 589
Byte1: 54, Byte2: 165, Wattage: 538
Byte1: 36, Byte2: 90, Wattage: 326
Byte1: 188, Byte2: 47, Wattage: 198
Byte1: 69, Byte2: 32, Wattage: 129
Byte1: 158, Byte2: 238, Wattage: 777
Byte1: 191, Byte2: 236, Wattage: 771
Byte1: 219, Byte2: 57, Wattage: 251
Byte1: 155, Byte2: 58, Wattage: 253
Byte1: 114, Byte2: 227, Wattage: 741
Byte1: 185, Byte2: 11, Wattage: 61
Byte1: 189, Byte2: 112, Wattage: 407
Byte1: 130, Byte2: 229, Wattage: 748
Byte1: 162, Byte2: 64, Wattage: 233
Byte1: 233, Byte2: 249, Wattage: 814
Byte1: 66, Byte2: 117, Wattage: 382
Byte1: 131, Byte2: 233, Wattage: 761
Byte1: 5, Byte2: 244, Wattage: 795
Byte1: 193, Byte2: 41, Wattage: 203
Byte1: 70, Byte2: 33, Wattage: 182
Byte1: 233, Byte2: 253, Wattage: 827
Byte1: 2, Byte2: 62, Wattage: 202
Byte1: 250, Byte2: 39, Wattage: 205
Byte1: 171, Byte2: 231, Wattage: 755
Byte1: 84, Byte2: 93, Wattage: 304
Byte1: 203, Byte2: 255, Wattage: 833
Byte1: 189, Byte2: 100, Wattage: 328
Byte1: 111, Byte2: 184, Wattage: 626
Byte1: 245, Byte2: 210, Wattage: 687
Byte1: 219, Byte2: 158, Wattage: 529
Byte1: 149, Byte2: 207, Wattage: 678
Byte1: 39, Byte2: 21, Wattage: 119
Byte1: 46, Byte2: 238, Wattage: 776
Byte1: 57, Byte2: 72, Wattage: 235
Byte1: 217, Byte2: 177, Wattage: 601
Byte1: 179, Byte2: 232, Wattage: 758
Byte1: 204, Byte2: 22, Wattage: 130
Byte1: 111, Byte2: 29, Wattage: 167
Byte1: 229, Byte2: 67, Wattage: 221
Byte1: 143, Byte2: 113, Wattage: 370
Byte1: 236, Byte2: 21, Wattage: 88
Byte1: 121, Byte2: 95, Wattage: 317
Byte1: 109, Byte2: 29, Wattage: 96
Byte1: 108, Byte2: 184, Wattage: 601
Byte1: 126, Byte2: 41, Wattage: 135
Byte1: 237, Byte2: 32, Wattage: 160
Byte1: 199, Byte2: 237, Wattage: 775
Byte1: 100, Byte2: 243, Wattage: 793
Byte1: 69, Byte2: 3, Wattage: 93
Byte1: 229, Byte2: 33, Wattage: 183
Byte1: 145, Byte2: 106, Wattage: 347
Byte1: 2, Byte2: 164, Wattage: 549
Byte1: 34, Byte2: 47, Wattage: 224
Byte1: 173, Byte2: 128, Wattage: 433
Byte1: 189, Byte2: 206, Wattage: 674
Byte1: 238, Byte2: 72, Wattage: 259
Byte1: 68, Byte2: 230, Wattage: 750
Byte1: 8, Byte2: 75, Wattage: 246
Byte1: 215, Byte2: 205, Wattage: 680
Byte1: 213, Byte2: 86, Wattage: 283
Byte1: 143, Byte2: 139, Wattage: 479
Byte1: 69, Byte2: 100, Wattage: 327
Byte1: 138, Byte2: 240, Wattage: 784
Byte1: 24, Byte2: 19, Wattage: 91
Byte1: 123, Byte2: 7, Wattage: 106
Byte1: 145, Byte2: 247, Wattage: 807
Byte1: 185, Byte2: 152, Wattage: 498
Byte1: 158, Byte2: 110, Wattage: 408
Byte1: 111, Byte2: 252, Wattage: 823
Byte1: 136, Byte2: 255, Wattage: 833
Byte1: 190, Byte2: 182, Wattage: 619
Byte1: 9, Byte2: 16, Wattage: 136
Byte1: 63, Byte2: 78, Wattage: 294
Byte1: 149, Byte2: 84, Wattage: 276
Byte1: 49, Byte2: 77, Wattage: 257
Byte1: 187, Byte2: 159, Wattage: 520
Byte1: 238, Byte2: 163, Wattage: 534
Byte1: 157, Byte2: 45, Wattage: 189
Byte1: 100, Byte2: 74, Wattage: 274
Byte1: 161, Byte2: 69, Wattage: 227
Byte1: 154, Byte2: 172, Wattage: 562
Byte1: 24, Byte2: 32, Wattage: 119
Byte1: 26, Byte2: 254, Wattage: 828
Byte1: 43, Byte2: 176, Wattage: 574
Byte1: 151, Byte2: 4, Wattage: 102
Byte1: 135, Byte2: 188, Wattage: 614
Byte1: 158, Byte2: 0, Wattage: 13
Byte1: 216, Byte2: 252, Wattage: 824
Byte1: 113, Byte2: 50, Wattage: 164
Byte1: 100, Byte2: 25, Wattage: 162
Byte1: 224, Byte2: 68, Wattage: 0
Byte1: 62, Byte2: 151, Wattage: 493
Byte1: 242, Byte2: 231, Wattage: 756
Byte1: 53, Byte2: 154, Wattage: 502
Byte1: 157, Byte2: 35, Wattage: 185
Byte1: 200, Byte2: 151, Wattage: 497
Byte1: 185, Byte2: 18, Wattage: 75
Byte1: 44, Byte2: 233, Wattage: 760
Byte1: 159, Byte2: 73, Wattage: 240
Byte1: 85, Byte2: 48, Wattage: 222
Byte1: 173, Byte2: 9, Wattage: 54
Byte1: 247, Byte2: 106, Wattage: 349
Byte1: 96, Byte2: 220, Wattage: 718
Byte1: 20, Byte2: 123, Wattage: 401
Byte1: 242, Byte2: 12, Wattage: 115
Byte1: 204, Byte2: 77, Wattage: 268
Byte1: 176, Byte2: 48, Wattage: 159
Byte1: 95, Byte2: 196, Wattage: 640
Byte1: 219, Byte2: 86, Wattage: 283
Byte1: 146, Byte2: 3, Wattage: 80
Byte1: 204, Byte2: 245, Wattage: 801
Byte1: 215, Byte2: 116, Wattage: 381
Byte1: 132, Byte2: 130, Wattage: 465
Byte1: 237, Byte2: 3, Wattage: 53
Byte1: 74, Byte2: 184, Wattage: 600
Byte1: 170, Byte2: 106, Wattage: 348
Byte1: 225, Byte2: 20, Wattage: 125
Byte1: 31, Byte2: 197, Wattage: 642
Byte1: 143, Byte2: 20, Wattage: 73
Byte1: 78, Byte2: 75, Wattage: 287
Byte1: 170, Byte2: 3, Wattage: 18
Byte1: 57, Byte2: 71, Wattage: 238
Byte1: 230, Byte2: 33, Wattage: 110
Byte1: 47, Byte2: 162, Wattage: 528
Byte1: 124, Byte2: 72, Wattage: 236
Byte1: 222, Byte2: 94, Wattage: 333
Byte1: 201, Byte2: 2, Wattage: 33
Byte1: 195, Byte2: 245, Wattage: 801
Byte1: 181, Byte2: 63, Wattage: 258
Byte1: 77, Byte2: 86, Wattage: 337
Byte1: 106, Byte2: 239, Wattage: 780
Byte1: 117, Byte2: 137, Wattage: 448
Byte1: 86, Byte2: 244, Wattage: 796
Byte1: 249, Byte2: 122, Wattage: 406
Byte1: 3, Byte2: 82, Wattage: 323
Byte1: 0, Byte2: 176, Wattage: 573
Byte1: 204, Byte2: 48, Wattage: 177
Byte1: 252, Byte2: 179, Wattage: 586
Byte1: 62, Byte2: 192, Wattage: 626
Byte1: 205, Byte2: 210, Wattage: 687
Byte1: 101, Byte2: 227, Wattage: 741
Byte1: 91, Byte2: 199, Wattage: 654
Byte1: 247, Byte2: 101, Wattage: 376
Byte1: 4, Byte2: 100, Wattage: 361
Byte1: 61, Byte2: 39, Wattage: 155
Byte1: 23, Byte2: 25, Wattage: 112
Byte1: 39, Byte2: 216, Wattage: 704
Byte1: 76, Byte2: 54, Wattage: 177
Byte1: 84, Byte2: 173, Wattage: 580
Byte1: 13, Byte2: 64, Wattage: 209
Byte1: 61, Byte2: 28, Wattage: 145
Byte1: 135, Byte2: 112, Wattage: 367
Byte1: 237, Byte2: 174, Wattage: 570
Byte1: 204, Byte2: 103, Wattage: 341
Byte1: 14, Byte2: 123, Wattage: 419
Byte1: 231, Byte2: 233, Wattage: 762
Byte1: 168, Byte2: 233, Wattage: 761
Byte1: 82, Byte2: 153, Wattage: 528
Byte1: 186, Byte2: 186, Wattage: 625
Byte1: 37, Byte2: 59, Wattage: 229
Byte1: 67, Byte2: 58, Wattage: 236
Byte1: 121, Byte2: 175, Wattage: 572
Byte1: 83, Byte2: 209, Wattage: 682
Byte1: 54, Byte2: 164, Wattage: 539
Byte1: 121, Byte2: 48, Wattage: 214
Byte1: 3, Byte2: 192, Wattage: 626
Byte1: 70, Byte2: 178, Wattage: 581
Byte1: 109, Byte2: 78, Wattage: 296
Byte1: 225, Byte2: 187, Wattage: 612
Byte1: 157, Byte2: 74, Wattage: 249
Byte1: 80, Byte2: 182, Wattage: 596
Byte1: 229, Byte2: 119, Wattage: 391
Byte1: 255, Byte2: 191, Wattage: 626
Byte1: 0, Byte2: 128, Wattage: 417
Byte1: 236, Byte2: 222, Wattage: 726
Byte1: 76, Byte2: 157, Wattage: 513
Byte1: 120, Byte2: 232, Wattage: 757
Byte1: 28, Byte2: 200, Wattage: 652
Byte1: 148, Byte2: 68, Wattage: 281
Byte1: 87, Byte2: 3, Wattage: 80
Byte1: 30, Byte2: 1, Wattage: 34
Byte1: 125, Byte2: 67, Wattage: 220
Byte1: 31, Byte2: 19, Wattage: 62
Byte1: 207, Byte2: 137, Wattage: 449
Byte1: 198, Byte2: 38, Wattage: 126
Byte1: 242, Byte2: 254, Wattage: 831
Byte1: 60, Byte2: 175, Wattage: 571
Byte1: 147, Byte2: 248, Wattage: 810
Byte1: 27, Byte2: 212, Wattage: 691
Byte1: 115, Byte2: 183, Wattage: 621
Byte1: 102, Byte2: 186, Wattage: 616
Byte1: 79, Byte2: 71, Wattage: 274
Byte1: 234, Byte2: 194, Wattage: 635
Byte1: 204, Byte2: 9, Wattage: 58
Byte1: 54, Byte2: 170, Wattage: 564
Byte1: 251, Byte2: 221, Wattage: 723
Byte1: 67, Byte2: 81, Wattage: 297
Byte1: 41, Byte2: 111, Wattage: 400
Byte1: 140, Byte2: 70, Wattage: 237
Byte1: 84, Byte2: 110, Wattage: 364
Byte1: 65, Byte2: 141, Wattage: 460
Byte1: 197, Byte2: 114, Wattage: 374
Byte1: 58, Byte2: 149, Wattage: 486
Byte1: 43, Byte2: 1, Wattage: 44
Byte1: 51, Byte2: 151, Wattage: 493
Byte1: 22, Byte2: 101, Wattage: 329
Byte1: 52, Byte2: 186, Wattage: 607
Byte1: 248, Byte2: 158, Wattage: 518
Byte1: 31, Byte2: 49, Wattage: 208
Byte1: 119, Byte2: 47, Wattage: 194
Byte1: 206, Byte2: 192, Wattage: 628
Byte1: 3, Byte2: 57, Wattage: 188
Byte1: 54, Byte2: 210, Wattage: 685
Byte1: 34, Byte2: 4, Wattage: 32
Byte1: 243, Byte2: 130, Wattage: 454
Byte1: 11, Byte2: 231, Wattage: 753
Byte1: 16, Byte2: 205, Wattage: 668
Byte1: 252, Byte2: 137, Wattage: 482
Byte1: 223, Byte2: 70, Wattage: 277
Byte1: 3, Byte2: 45, Wattage: 183
Byte1: 91, Byte2: 164, Wattage: 558
Byte1: 48, Byte2: 103, Wattage: 365
Byte1: 1, Byte2: 4, Wattage: 71
Byte1: 178, Byte2: 96, Wattage: 321
Byte1: 229, Byte2: 18, Wattage: 64
Byte1: 191, Byte2: 208, Wattage: 680
Byte1: 168, Byte2: 237, Wattage: 774
Byte1: 234, Byte2: 216, Wattage: 707
Byte1: 58, Byte2: 111, Wattage: 406
Byte1: 197, Byte2: 71, Wattage: 284
Byte1: 2, Byte2: 112, Wattage: 370
Byte1: 51, Byte2: 187, Wattage: 610
Byte1: 138, Byte2: 177, Wattage: 578
Byte1: 219, Byte2: 5, Wattage: 82
Byte1: 239, Byte2: 34, Wattage: 164
Byte1: 129, Byte2: 94, Wattage: 308
Byte1: 203, Byte2: 188, Wattage: 615
Byte1: 145, Byte2: 191, Wattage: 624
Byte1: 241, Byte2: 114, Wattage: 401
Byte1: 110, Byte2: 206, Wattage: 673
Byte1: 4, Byte2: 228, Wattage: 743
Byte1: 161, Byte2: 150, Wattage: 510
Byte1: 186, Byte2: 148, Wattage: 512
Byte1: 181, Byte2: 153, Wattage: 503
Byte1: 228, Byte2: 56, Wattage: 220
Byte1: 158, Byte2: 67, Wattage: 250
Byte1: 206, Byte2: 138, Wattage: 452
Byte1: 205, Byte2: 144, Wattage: 472
Byte1: 226, Byte2: 155, Wattage: 508
Byte1: 181, Byte2: 123, Wattage: 410
Byte1: 251, Byte2: 81, Wattage: 293
Byte1: 133, Byte2: 196, Wattage: 640
Byte1: 242, Byte2: 207, Wattage: 678
Byte1: 73, Byte2: 203, Wattage: 662
Byte1: 52, Byte2: 176, Wattage: 585
Byte1: 241, Byte2: 212, Wattage: 0
Byte1: 9, Byte2: 180, Wattage: 587
Byte1: 1, Byte2: 250, Wattage: 815
Byte1: 203, Byte2: 182, Wattage: 596
Byte1: 130, Byte2: 158, Wattage: 548
Byte1: 190, Byte2: 91, Wattage: 331
Byte1: 190, Byte2: 194, Wattage: 635
Byte1: 160, Byte2: 158, Wattage: 517
Byte1: 206, Byte2: 186, Wattage: 612
Byte1: 150, Byte2: 53, Wattage: 212
Byte1: 98, Byte2: 67, Wattage: 262
Byte1: 235, Byte2: 44, Wattage: 153
Byte1: 81, Byte2: 47, Wattage: 165
Byte1: 64, Byte2: 117, Wattage: 382
Byte1: 188, Byte2: 24, Wattage: 90
Byte1: 212, Byte2: 98, Wattage: 328
Byte1: 123, Byte2: 135, Wattage: 441
Byte1: 223, Byte2: 241, Wattage: 788
Byte1: 123, Byte2: 173, Wattage: 565
Byte1: 4, Byte2: 77, Wattage: 309
Byte1: 149, Byte2: 71, Wattage: 269
Byte1: 205, Byte2: 195, Wattage: 638
Byte1: 175, Byte2: 181, Wattage: 592
Byte1: 184, Byte2: 230, Wattage: 752
Byte1: 100, Byte2: 189, Wattage: 617
Byte1: 186, Byte2: 91, Wattage: 348
Byte1: 248, Byte2: 245, Wattage: 801
Byte1: 210, Byte2: 62, Wattage: 220
Byte1: 179, Byte2: 15, Wattage: 132
Byte1: 236, Byte2: 164, Wattage: 537
Byte1: 82, Byte2: 224, Wattage: 731
Byte1: 199, Byte2: 179, Wattage: 586
Byte1: 170, Byte2: 252, Wattage: 823
Byte1: 25, Byte2: 80, Wattage: 295
Byte1: 219, Byte2: 150, Wattage: 528
Byte1: 92, Byte2: 120, Wattage: 392
Byte1: 195, Byte2: 165, Wattage: 540
Byte1: 212, Byte2: 142, Wattage: 465
Byte1: 158, Byte2: 54, Wattage: 217
Byte1: 170, Byte2: 43, Wattage: 176
Byte1: 241, Byte2: 122, Wattage: 401
Byte1: 40, Byte2: 198, Wattage: 646
Byte1: 63, Byte2: 28, Wattage: 126
Byte1: 167, Byte2: 37, Wattage: 0
Byte1: 220, Byte2: 193, Wattage: 650
Byte1: 239, Byte2: 65, Wattage: 215
Byte1: 58, Byte2: 208, Wattage: 678
Byte1: 50, Byte2: 90, Wattage: 294
Byte1: 93, Byte2: 6, Wattage: 91
Byte1: 177, Byte2: 243, Wattage: 794
Byte1: 0, Byte2: 224, Wattage: 730
Byte1: 23, Byte2: 137, Wattage: 484
Byte1: 140, Byte2: 82, Wattage: 319
Byte1: 157, Byte2: 110, Wattage: 374
Byte1: 184, Byte2: 126, Wattage: 413
Byte1: 20, Byte2: 174, Wattage: 567
Byte1: 13, Byte2: 15, Wattage: 88
Byte1: 40, Byte2: 230, Wattage: 750
Byte1: 85, Byte2: 235, Wattage: 767
Byte1: 9, Byte2: 201, Wattage: 665
Byte1: 136, Byte2: 195, Wattage: 651
Byte1: 200, Byte2: 102, Wattage: 370
Byte1: 106, Byte2: 21, Wattage: 132
Byte1: 80, Byte2: 97, Wattage: 323
Byte1: 89, Byte2: 142, Wattage: 464
Byte1: 78, Byte2: 185, Wattage: 604
Byte1: 11, Byte2: 95, Wattage: 327
Byte1: 253, Byte2: 180, Wattage: 592
Byte1: 89, Byte2: 71, Wattage: 242
Byte1: 21, Byte2: 238, Wattage: 776
Byte1: 170, Byte2: 110, Wattage: 361
Byte1: 107, Byte2: 217, Wattage: 715
Byte1: 111, Byte2: 33, Wattage: 136
Byte1: 223, Byte2: 136, Wattage: 475
Byte1: 159, Byte2: 76, Wattage: 0
Byte1: 76, Byte2: 155, Wattage: 506
Byte1: 155, Byte2: 222, Wattage: 725
Byte1: 204, Byte2: 225, Wattage: 736
Byte1: 88, Byte2: 190, Wattage: 631
Byte1: 16, Byte2: 131, Wattage: 461
Byte1: 175, Byte2: 102, Wattage: 367
Byte1: 46, Byte2: 212, Wattage: 691
Byte1: 13, Byte2: 27, Wattage: 118
Byte1: 82, Byte2: 78, Wattage: 301
Byte1: 214, Byte2: 215, Wattage: 703
Byte1: 156, Byte2: 140, Wattage: 458
Byte1: 162, Byte2: 12, Wattage: 112
Byte1: 231, Byte2: 140, Wattage: 459
Byte1: 233, Byte2: 146, Wattage: 479
Byte1: 86, Byte2: 91, Wattage: 316
Byte1: 3, Byte2: 66, Wattage: 243
Byte1: 109, Byte2: 41, Wattage: 154
Byte1: 204, Byte2: 202, Wattage: 661
Byte1: 3, Byte2: 197, Wattage: 642
Byte1: 53, Byte2: 180, Wattage: 595
Byte1: 30, Byte2: 34, Wattage: 168
Byte1: 85, Byte2: 128, Wattage: 437
Byte1: 1, Byte2: 106, Wattage: 345
Byte1: 202, Byte2: 58, Wattage: 219
Byte1: 119, Byte2: 135, Wattage: 441
Byte1: 172, Byte2: 185, Wattage: 605
Byte1: 184, Byte2: 193, Wattage: 631
Byte1: 94, Byte2: 159, Wattage: 528
Byte1: 33, Byte2: 23, Wattage: 135
Byte1: 133, Byte2: 2, Wattage: 64
Byte1: 91, Byte2: 141, Wattage: 461
Byte1: 34, Byte2: 151, Wattage: 492
Byte1: 191, Byte2: 249, Wattage: 814
Byte1: 214, Byte2: 16, Wattage: 101
Byte1: 196, Byte2: 151, Wattage: 529
Byte1: 171, Byte2: 71, Wattage: 234
Byte1: 74, Byte2: 21, Wattage: 119
Byte1: 142, Byte2: 66, Wattage: 0
Byte1: 245, Byte2: 94, Wattage: 312
Byte1: 73, Byte2: 238, Wattage: 776
Byte1: 87, Byte2: 12, Wattage: 70
Byte1: 211, Byte2: 96, Wattage: 365
Byte1: 214, Byte2: 211, Wattage: 690
Byte1: 85, Byte2: 193, Wattage: 630
Byte1: 232, Byte2: 123, Wattage: 434
Byte1: 160, Byte2: 167, Wattage: 555
Byte1: 223, Byte2: 141, Wattage: 462
Byte1: 253, Byte2: 108, Wattage: 377
Byte1: 174, Byte2: 253, Wattage: 827
Byte1: 215, Byte2: 195, Wattage: 638
Byte1: 49, Byte2: 14, Wattage: 130
Byte1: 232, Byte2: 170, Wattage: 566
Byte1: 54, Byte2: 142, Wattage: 463
